,Sex,Race,CompositeGrades,StandardizedTestQuartile,TimeSpentOnHomeworkInSchool,TimeSpentOnHomeworkOutOfSchool,TimeSpentOnExtracurriculars,ParentsHighestLevelEducation,Socio-economicStatusQuartile,Tutored,FathersWishes,MothersWishes,GradesUndergrad
8271,Male,White,2.3,3,2,5,1,7,2,-9,5,5,0
8272,Female,White,3.8,2,1,2,2,4,4,-9,7,7,1
8273,Male,White,3.0,4,5,3,1,5,4,-9,5,5,1
8274,Female,Black,3.5,4,2,7,4,4,4,-9,5,5,1
8275,Male,White,3.3,4,1,2,0,6,4,-9,5,5,1
8276,Male,White,3.0,3,2,0,1,4,4,-9,5,5,1
8277,Female,White,3.3,3,2,2,3,3,3,-9,5,5,1
8278,Female,White,3.0,1,2,1,2,3,3,-9,5,5,0
8279,Female,White,3.0,3,1,4,0,3,4,-9,5,5,0
8280,Male,Black,4.0,9,99,99,99,6,8,-9,6,5,0
8281,Male,White,3.3,4,1,2,4,4,4,-9,6,6,0
8282,Male,Black,2.5,2,2,1,4,1,1,-9,5,5,0
8283,Male,White,3.3,3,3,4,2,3,3,-9,5,5,0
8284,Female,White,3.3,4,2,1,1,4,3,-9,6,6,1
8285,Female,White,2.8,1,1,2,0,3,2,-9,5,5,1
8286,Male,White,4.0,2,3,3,1,6,4,-9,5,5,0
8287,Female,White,9.9,1,98,7,0,99,3,-9,99,99,0
8288,Female,White,2.5,2,3,5,2,3,2,-9,5,5,0
8289,Female,White,4.0,3,1,1,3,3,2,-9,6,6,1
8290,Female,White,2.8,3,2,4,0,2,3,-9,4,2,1
8291,Female,White,4.0,4,2,2,4,6,4,-9,6,5,1
8292,Female,White,3.5,4,0,7,0,5,4,-9,5,5,1
8293,Female,White,2.5,3,7,1,1,3,3,-9,7,7,0
8294,Female,White,2.5,2,96,96,1,3,3,-9,4,4,0
8295,Male,Black,1.6,2,98,2,2,2,1,-9,4,5,1
8296,Female,White,2.3,1,2,3,0,3,1,-9,7,5,1
8297,Female,White,3.5,4,4,2,3,2,2,-9,5,5,1
8298,Male,White,4.0,4,1,3,3,5,4,-9,6,6,1
8299,Male,White,3.3,3,1,4,4,3,3,-9,5,5,1
8300,Male,White,3.0,3,1,3,1,2,2,-9,4,4,1
8301,Female,White,2.8,3,2,1,0,2,2,-9,5,5,0
8302,Female,White,3.0,2,2,2,0,2,2,-9,4,5,0
8303,Male,White,4.0,4,2,1,4,2,2,-9,5,5,1
8304,Female,White,3.5,4,98,5,0,3,3,-9,5,5,1
8305,Female,White,2.5,1,4,2,4,3,3,-9,4,4,0
8306,Male,Black,3.0,1,1,3,2,3,2,-9,4,4,1
8307,Female,Black,9.9,2,4,4,0,99,8,-9,99,99,0
8308,Female,White,4.0,4,1,3,3,2,1,-9,7,6,1
8309,Female,White,3.8,4,2,6,1,4,3,-9,7,5,1
8310,Female,White,2.8,3,1,2,2,4,4,-9,5,5,0
8311,Female,Black,1.4,9,99,99,99,3,1,-9,4,4,0
8312,Male,White,2.0,2,1,2,0,3,2,-9,7,7,1
8313,Male,White,2.5,3,2,1,0,2,2,-9,5,7,1
8314,Female,White,3.8,2,3,2,3,3,2,-9,5,5,1
8315,Male,Black,3.3,2,2,1,1,3,2,-9,98,5,0
8316,Female,White,3.0,3,0,1,5,3,3,-9,6,6,0
8317,Male,White,3.5,4,2,1,1,4,4,-9,3,4,0
8318,Female,White,2.0,1,1,2,1,3,3,-9,7,7,0
8319,Female,White,3.3,3,1,2,1,5,4,-9,6,6,1
8320,Male,White,2.5,2,3,3,1,2,1,-9,5,5,0
8321,Female,White,2.8,3,5,2,2,3,2,-9,5,5,0
8322,Female,White,2.5,2,1,3,1,4,4,-9,4,4,0
8323,Female,White,4.0,4,5,4,0,5,4,-9,5,5,1
8324,Male,White,0.6,1,98,5,0,3,2,-9,7,98,0
8325,Female,White,2.5,2,1,4,4,4,4,-9,5,5,0
8326,Female,White,2.3,3,1,2,0,3,3,-9,6,6,1
8327,Female,White,3.0,9,99,99,99,3,8,-9,98,4,0
8328,Female,White,9.9,1,99,99,99,99,1,-3,99,99,0
8329,Female,Black,2.5,3,1,2,1,3,2,-9,5,5,0
8330,Male,White,2.8,3,3,2,2,6,4,-9,6,6,0
8331,Male,White,9.9,3,5,6,3,99,4,-9,99,99,1
8332,Female,White,3.3,3,1,2,1,3,2,-9,98,6,0
8333,Male,White,2.5,4,2,2,1,3,3,-9,4,4,1
8334,Male,White,3.8,4,1,2,4,3,3,-9,5,5,1
8335,Male,White,3.3,4,1,4,0,3,3,-9,5,5,0
8336,Female,White,2.5,3,2,4,0,3,4,-9,5,5,0
8337,Female,White,2.5,3,4,6,1,2,2,-9,5,5,0
8338,Female,White,2.8,2,2,2,1,1,1,-9,2,2,1
8339,Female,White,4.0,9,1,3,0,5,4,-9,98,98,0
8340,Male,Black,3.5,3,0,1,2,3,1,-3,4,4,0
8341,Female,White,2.5,2,1,3,0,3,2,-9,2,2,0
8342,Male,White,3.0,4,3,2,1,3,3,-9,5,5,1
8343,Female,White,2.3,2,1,2,0,3,3,-9,3,4,0
8344,Female,White,3.3,2,2,1,2,3,3,-9,4,4,1
8345,Female,White,3.5,3,1,1,0,2,2,-3,6,6,1
8346,Female,White,4.0,3,98,2,2,3,2,-9,6,6,1
8347,Male,Black,3.5,9,99,99,99,6,8,-9,6,6,1
8348,Male,White,2.8,4,1,1,0,4,4,-9,6,6,0
8349,Male,White,3.5,3,2,1,4,4,4,-3,5,5,1
8350,Male,White,2.5,3,2,1,0,2,2,-9,3,3,1
8351,Female,Black,3.0,3,2,2,2,3,3,-9,4,4,0
8352,Male,White,2.5,1,1,0,0,4,3,-9,5,5,0
8353,Male,White,2.3,1,0,1,0,2,1,-3,5,5,1
8354,Female,White,3.0,2,2,3,0,3,2,-3,6,5,0
8355,Female,White,3.8,4,2,5,3,4,4,-9,5,5,0
8356,Male,White,2.5,2,2,2,0,4,4,-9,5,5,0
8357,Male,Black,2.5,4,1,2,0,5,4,-9,5,6,1
8358,Female,Black,3.8,3,1,3,1,2,1,-9,6,6,0
8359,Male,White,3.0,4,0,6,4,6,4,-9,6,6,1
8360,Male,White,3.0,4,2,1,0,3,2,-9,7,7,1
8361,Male,White,3.5,4,1,2,2,6,4,-9,6,6,0
8362,Female,White,9.8,2,0,3,2,3,4,-9,5,5,0
8363,Female,Black,3.5,2,1,4,2,3,3,-9,5,5,1
8364,Male,White,2.0,3,5,6,2,1,1,-3,5,5,1
8365,Female,White,9.9,4,1,6,1,99,8,-9,99,99,1
8366,Male,White,2.8,3,1,1,0,4,4,-9,6,6,1
8367,Female,White,9.9,9,2,2,1,99,8,-9,99,99,1
8368,Female,White,3.0,4,0,2,4,3,3,-9,5,5,0
8369,Male,White,4.0,4,2,2,1,3,3,-9,5,5,0
8370,Female,White,4.0,4,0,7,0,3,2,-9,5,5,1
8371,Female,White,3.3,3,4,3,3,3,3,-9,5,5,1
8372,Female,White,3.0,3,1,1,1,3,3,-9,7,5,0
8373,Female,White,3.8,4,2,3,1,3,3,-9,6,6,0
8374,Female,White,3.5,3,1,4,1,3,3,-9,4,4,1
8375,Male,White,2.5,1,1,0,0,4,3,-9,5,5,0
8376,Female,White,3.3,2,1,1,0,4,4,-3,5,5,1
8377,Female,White,4.0,4,2,2,5,5,4,-9,6,6,1
8378,Female,White,2.5,2,98,2,3,3,3,-9,5,5,1
8379,Male,White,3.8,3,3,2,0,5,4,-9,5,5,0
8380,Male,White,3.3,4,2,3,3,3,3,-9,5,5,0
8381,Male,White,3.3,4,1,0,4,2,2,-9,5,5,1
8382,Female,White,2.5,3,7,2,4,3,3,-9,5,5,0
8383,Female,White,9.9,4,0,3,1,99,8,-9,99,99,1
8384,Female,White,4.0,3,1,3,3,3,2,-9,4,4,1
8385,Female,White,2.3,1,1,0,0,5,2,-9,4,4,0
8386,Male,Black,2.5,1,1,1,2,2,1,-9,4,4,0
8387,Male,White,3.3,2,2,1,0,3,4,-9,5,5,1
8388,Male,White,3.3,3,3,2,2,3,3,-9,5,5,0
8389,Female,White,2.5,1,1,1,2,3,3,-9,4,3,0
8390,Male,Black,3.5,1,1,1,2,3,3,-9,6,6,0
8391,Female,White,2.0,2,3,1,1,3,3,-9,4,4,0
8392,Female,White,3.8,4,3,5,2,4,4,-9,6,6,1
8393,Female,White,1.0,1,1,2,2,3,3,-9,4,4,0
8394,Female,White,2.8,2,98,5,2,3,3,-9,4,4,0
8395,Female,White,4.0,4,5,4,1,5,4,-9,5,6,1
8396,Female,White,4.0,4,2,4,2,6,4,-9,6,6,1
8397,Female,White,3.5,3,2,3,2,3,4,-9,6,6,1
8398,Male,White,3.3,3,3,6,4,4,4,-9,6,6,0
8399,Male,White,2.5,3,1,2,4,2,2,-9,5,5,0
8400,Male,White,3.3,3,5,3,5,3,2,-9,5,5,0
8401,Male,White,1.9,2,2,2,3,3,2,-9,6,6,0
8402,Male,White,4.0,4,2,3,2,3,3,-9,7,6,1
8403,Male,White,3.8,3,2,3,4,3,3,-3,5,5,0
8404,Female,White,2.5,1,2,2,0,4,3,-9,3,3,1
8405,Female,White,4.0,4,5,5,4,3,3,-9,5,6,1
8406,Male,White,2.4,2,1,2,2,3,3,-9,5,5,0
8407,Female,White,1.8,3,5,3,2,2,2,-9,7,7,1
8408,Female,White,3.3,1,1,2,2,3,3,-9,6,6,0
8409,Female,White,4.0,3,5,5,0,3,2,-9,7,5,0
8410,Female,White,2.5,2,1,3,1,4,4,-9,4,4,0
8411,Female,White,3.8,4,3,3,5,6,4,-9,5,5,1
8412,Female,Black,9.9,2,0,3,3,99,3,-9,99,99,0
8413,Male,White,3.8,1,3,2,3,6,4,-9,6,6,0
8414,Male,Black,2.3,1,1,1,1,3,2,-3,5,5,0
8415,Female,Black,9.9,3,1,3,4,99,2,-9,99,99,0
8416,Female,Black,4.0,4,2,2,0,3,3,-3,98,98,1
8417,Female,White,2.5,1,3,2,4,2,2,-9,2,4,1
8418,Female,White,3.3,3,2,1,1,3,2,-9,5,5,1
8419,Female,Black,9.9,3,1,3,4,99,2,-9,99,99,0
8420,Male,White,3.8,2,2,1,0,4,4,-9,5,5,1
8421,Male,White,2.0,2,3,2,0,3,3,-9,5,7,0
8422,Female,White,3.5,4,2,3,0,3,2,-3,6,6,1
8423,Male,White,2.5,9,1,1,1,2,2,-9,4,7,1
8424,Male,White,2.8,2,2,2,2,5,4,-9,6,6,0
8425,Female,White,2.3,2,1,2,0,3,3,-9,5,5,0
8426,Male,White,3.5,3,4,3,0,3,2,-9,5,5,0
8427,Female,White,3.3,3,1,2,1,3,2,-9,98,6,0
8428,Male,White,3.8,4,2,2,4,3,2,-9,5,5,1
8429,Female,White,2.5,2,1,2,5,4,4,-9,5,5,0
8430,Female,White,3.5,4,1,3,3,4,4,-9,4,4,1
8431,Female,Black,3.8,3,0,2,0,3,1,-9,7,6,1
8432,Female,White,3.5,3,2,1,3,6,4,-9,6,5,1
8433,Male,White,2.8,3,2,1,4,3,2,-9,5,3,0
8434,Female,White,4.0,4,1,3,3,4,4,-9,5,6,1
8435,Female,White,3.3,1,1,1,1,6,4,-9,5,6,0
8436,Female,Black,9.9,9,3,3,98,99,4,-9,99,99,1
8437,Female,Black,3.0,2,1,2,1,2,1,-3,6,6,1
8438,Male,Black,3.3,1,3,4,3,3,1,-3,5,5,0
8439,Female,White,3.5,4,2,3,4,4,4,-9,6,6,1
8440,Female,Black,3.0,2,0,1,2,2,2,-9,98,5,0
8441,Male,White,3.0,3,1,1,0,3,3,-9,6,6,0
8442,Female,White,3.8,3,2,2,3,3,3,-9,6,6,0
8443,Female,Black,2.5,1,1,3,2,2,2,-9,5,6,0
8444,Male,White,3.0,4,0,1,0,2,2,-9,5,6,0
8445,Male,White,3.8,3,4,5,3,5,4,-9,5,5,0
8446,Female,White,2.3,3,0,1,3,3,3,-9,6,5,0
8447,Female,White,2.8,2,1,5,0,2,1,-9,2,5,1
8448,Male,White,4.0,4,4,6,4,3,2,-9,5,5,1
8449,Female,Black,9.9,2,0,3,3,99,3,-9,99,99,0
8450,Male,Black,2.5,1,1,3,2,3,2,-9,6,6,0
8451,Female,White,3.0,1,1,2,0,3,3,-9,98,98,0
8452,Female,White,2.5,2,0,2,5,3,3,-9,5,6,1
8453,Male,White,3.8,3,2,7,1,2,3,-9,4,4,1
8454,Female,White,3.0,3,2,2,2,4,4,-9,5,5,1
8455,Female,White,3.0,1,1,2,0,2,2,-3,4,4,0
8456,Male,White,2.3,3,98,98,98,4,4,-9,6,6,1
8457,Female,White,2.3,4,1,0,0,3,2,-9,4,4,0
8458,Male,Black,2.5,1,1,2,0,3,2,-9,5,5,1
8459,Female,White,4.0,4,2,4,4,3,3,-9,5,5,1
8460,Male,White,4.0,1,1,3,2,6,4,-9,7,7,0
8461,Female,Black,3.5,2,0,1,1,3,3,-9,3,3,0
8462,Male,White,2.5,2,1,1,1,3,2,-9,5,4,0
8463,Male,White,0.8,9,99,99,99,3,3,-9,5,5,0
8464,Female,White,3.8,3,3,5,3,6,4,-9,6,6,1
8465,Female,Black,2.3,2,2,4,1,3,1,-9,6,7,0
8466,Male,White,3.5,4,3,2,1,3,3,-9,7,7,0
8467,Male,White,2.0,3,0,1,0,5,4,-9,5,5,1
8468,Female,White,4.0,4,2,4,2,2,2,-9,5,5,0
8469,Female,Black,2.8,2,1,1,0,3,3,-3,6,6,0
8470,Male,Black,4.0,3,2,2,4,4,3,-9,6,6,0
8471,Male,White,3.3,3,5,3,4,3,3,-9,5,5,1
8472,Male,White,2.5,2,1,1,1,3,2,-9,5,4,0
8473,Male,White,3.0,9,99,99,99,6,4,-9,6,6,1
8474,Female,White,3.8,3,4,7,2,6,4,-9,6,6,1
8475,Female,White,3.5,3,7,0,3,3,1,-9,5,5,1
8476,Female,White,3.5,4,7,5,0,3,2,-9,5,5,1
8477,Male,White,3.5,4,5,4,2,6,4,-9,5,5,1
8478,Male,Black,2.8,2,2,1,0,1,1,-9,5,5,0
8479,Male,White,1.8,1,3,1,1,4,4,-3,5,5,1
8480,Male,White,3.3,3,1,3,4,6,4,-9,98,98,0
8481,Female,White,4.0,4,3,5,4,5,4,-9,6,6,1
8482,Female,White,2.5,2,0,1,0,3,3,-3,6,6,0
8483,Male,White,2.5,3,2,0,5,4,4,-9,5,5,0
8484,Female,White,2.5,2,1,3,3,4,4,-9,5,5,0
8485,Female,White,3.8,4,2,6,2,6,4,-9,6,6,1
8486,Female,White,3.5,3,2,4,1,3,3,-9,6,6,0
8487,Female,Black,3.0,2,2,4,2,3,3,-9,5,7,1
8488,Male,White,3.3,3,7,2,0,3,1,-9,98,5,0
8489,Female,White,2.3,3,1,1,2,3,1,-9,5,5,0
8490,Female,White,3.8,9,2,2,1,3,2,-9,5,5,0
8491,Female,Black,3.3,2,98,2,3,3,2,-9,6,6,0
8492,Female,Black,3.0,1,0,4,0,2,2,-3,5,5,1
8493,Female,White,4.0,3,4,3,4,3,3,-9,5,5,1
8494,Female,White,3.5,2,3,2,0,2,3,-9,7,2,0
8495,Male,White,3.8,4,4,3,0,2,3,-3,4,4,0
8496,Male,White,2.5,1,1,1,0,2,2,-9,4,6,1
8497,Female,White,9.8,9,99,99,99,1,1,-9,7,5,1
8498,Male,White,3.0,3,1,2,4,4,4,-9,5,5,0
8499,Male,White,3.3,9,99,99,99,5,8,-9,5,5,1
8500,Female,White,3.0,2,2,1,2,4,4,-9,5,5,1
8501,Male,White,4.0,4,1,7,4,4,4,-9,98,98,1
8502,Male,Black,3.0,1,2,3,2,3,2,-9,5,5,0
8503,Female,Black,3.0,3,1,5,1,4,4,-9,6,6,0
8504,Male,White,3.0,4,2,4,1,3,4,-9,4,4,0
8505,Male,White,2.8,3,2,4,3,3,3,-9,5,5,0
8506,Male,White,2.5,3,6,5,3,4,3,-9,5,5,0
8507,Female,White,3.3,3,4,3,0,2,1,-9,3,3,1
8508,Male,White,1.8,2,7,7,0,3,2,-9,98,98,1
8509,Female,White,3.3,4,1,1,1,4,3,-9,5,5,1
8510,Female,Black,4.0,4,4,7,4,3,2,-9,6,6,1
8511,Female,White,2.0,9,0,0,0,3,3,-9,3,3,0
8512,Female,White,2.8,4,2,3,3,4,3,-9,5,6,1
8513,Male,White,3.0,4,3,2,4,6,4,-9,6,6,0
8514,Male,White,3.0,3,1,2,3,5,4,-9,6,6,1
8515,Female,White,3.8,9,1,0,0,3,3,-3,5,5,1
8516,Female,White,3.8,4,1,2,0,2,1,-3,5,5,0
8517,Female,White,2.8,2,1,2,2,3,4,-9,4,4,0
8518,Female,White,2.8,3,4,2,2,2,1,-9,2,2,0
8519,Female,White,4.0,4,6,7,98,3,2,-9,6,6,1
8520,Male,White,3.3,1,1,1,1,3,3,-9,4,4,1
8521,Female,White,3.0,2,1,5,2,4,4,-9,98,98,1
8522,Female,White,4.0,4,7,3,1,2,1,-9,4,4,1
8523,Male,White,2.8,4,1,1,0,4,4,-9,6,6,0
8524,Female,White,3.5,2,1,0,1,1,1,-9,4,7,1
8525,Female,Black,1.9,1,0,1,0,4,2,-9,5,5,0
8526,Male,White,3.8,2,0,1,1,3,3,-9,5,5,1
8527,Male,White,2.5,4,3,0,0,3,2,-9,5,5,0
8528,Male,White,2.8,4,2,2,0,4,4,-9,5,5,0
8529,Female,White,4.0,4,5,3,2,1,1,-9,5,5,1
8530,Female,White,4.0,4,7,3,2,3,3,-9,6,6,1
8531,Male,White,1.5,1,98,1,1,2,1,-9,98,98,0
8532,Male,White,3.5,4,2,4,3,3,3,-9,4,4,1
8533,Male,White,3.5,2,1,3,4,3,2,-9,98,98,1
8534,Male,White,3.8,4,4,3,0,2,3,-3,4,4,0
8535,Female,White,3.8,3,2,3,1,2,1,-9,4,4,1
8536,Female,White,4.0,4,1,1,1,3,3,-9,6,6,1
8537,Male,White,3.0,2,2,2,4,5,4,-9,5,5,1
8538,Female,White,4.0,4,2,4,1,6,4,-9,6,6,1
8539,Female,White,3.8,4,1,6,98,4,4,-9,5,5,1
8540,Male,White,3.8,2,3,4,4,4,4,-9,5,5,1
8541,Female,White,3.0,4,3,3,0,4,3,-9,5,5,0
8542,Male,White,3.5,2,5,1,1,2,1,-9,2,2,0
8543,Female,White,2.8,3,3,2,0,3,2,-9,6,6,1
8544,Female,White,4.0,4,5,6,2,4,3,-9,7,5,1
8545,Female,White,2.5,3,1,0,1,3,2,-9,5,5,0
8546,Female,White,4.0,4,2,2,0,3,3,-9,5,6,1
8547,Female,Black,3.0,2,1,0,1,2,1,-9,6,6,1
8548,Male,White,3.3,4,3,1,2,3,3,-9,5,5,1
8549,Female,White,4.0,4,1,2,2,5,4,-9,3,3,1
8550,Female,White,0.9,9,99,99,99,3,2,-3,2,2,0
8551,Female,White,4.0,3,1,3,4,4,4,-9,5,5,1
8552,Male,Black,3.0,1,2,3,2,3,2,-9,5,5,0
8553,Female,White,3.3,2,1,3,1,4,4,-9,6,5,1
8554,Male,White,3.0,4,2,1,0,3,3,-9,5,5,1
8555,Female,White,3.3,1,1,2,2,3,3,-9,6,6,0
8556,Male,White,1.4,1,2,2,0,3,3,-9,6,4,0
8557,Male,White,9.9,9,3,5,0,99,8,-9,99,99,0
8558,Male,White,3.5,3,5,4,2,3,3,-9,4,4,1
8559,Male,White,3.3,1,98,3,0,1,1,-9,2,2,1
8560,Male,White,2.3,3,2,1,0,3,2,-9,7,5,0
8561,Male,White,9.9,6,99,99,99,99,9,-9,99,99,0
8562,Male,White,3.8,9,99,99,99,6,8,-9,6,6,1
8563,Female,White,2.8,2,2,1,0,3,2,-9,6,6,0
8564,Female,Black,2.5,2,1,3,2,3,2,-9,6,6,1
8565,Male,White,3.0,2,1,0,3,3,3,-9,5,5,0
8566,Female,Black,4.0,4,1,1,0,3,1,-9,7,6,1
8567,Female,White,1.5,9,99,99,99,4,8,-9,2,2,0
8568,Male,White,2.8,4,2,4,0,2,2,-9,5,5,0
8569,Male,White,3.3,4,4,98,2,5,4,-9,6,6,1
8570,Male,White,3.0,3,3,2,4,1,1,-9,5,5,0
8571,Male,White,2.5,4,2,1,0,2,1,-3,7,7,0
8572,Female,Black,2.8,2,1,1,0,3,3,-3,6,6,0
8573,Female,White,2.5,3,2,4,3,3,3,-9,4,4,0
8574,Female,White,3.8,3,1,2,4,3,3,-9,5,5,1
8575,Female,White,3.3,4,3,5,1,6,4,-9,6,6,1
8576,Male,White,3.5,4,0,1,1,3,2,-9,5,5,0
8577,Male,White,2.8,3,1,1,4,2,2,-9,3,5,1
8578,Male,White,3.5,9,2,3,3,5,4,-9,5,5,0
8579,Male,White,3.5,2,2,1,0,2,1,-9,5,5,1
8580,Male,White,4.0,4,4,5,1,3,4,-9,6,7,1
8581,Male,White,2.8,9,99,99,99,3,8,-9,6,6,1
8582,Male,Black,2.0,1,1,2,2,3,3,-9,98,98,0
8583,Male,White,2.8,4,3,3,0,3,1,-9,7,6,1
8584,Male,White,2.5,3,1,2,0,3,4,-9,98,5,0
8585,Female,White,9.8,4,2,5,2,5,4,-9,98,98,1
8586,Male,White,2.5,3,6,3,4,1,1,-9,4,4,1
8587,Male,White,2.0,1,1,1,4,3,4,-9,6,6,0
8588,Male,White,2.3,3,2,3,1,4,3,-9,5,5,1
8589,Female,White,2.5,2,3,1,0,2,1,-9,3,3,0
8590,Male,White,4.0,4,5,3,3,4,3,-9,6,6,1
8591,Male,White,3.0,3,1,3,4,3,2,-9,5,5,0
8592,Female,Black,3.0,3,1,5,1,4,4,-9,6,6,0
8593,Male,White,1.8,2,1,2,2,4,4,-9,5,5,0
8594,Female,White,4.0,4,3,7,3,5,4,-9,6,6,0
8595,Male,White,2.3,4,1,4,2,4,4,-9,5,5,0
8596,Female,White,3.8,3,2,2,0,3,3,-9,5,6,0
8597,Female,Black,2.8,2,0,2,0,3,2,-9,5,5,1
8598,Male,White,2.8,3,2,1,98,1,1,-9,4,4,0
8599,Female,Black,3.0,3,6,7,2,3,2,-9,7,5,0
8600,Male,White,2.3,4,2,7,5,4,4,-9,6,6,1
8601,Female,White,1.0,1,1,2,2,3,3,-9,4,4,0
8602,Female,Black,9.9,1,1,1,2,99,1,-3,99,99,1
8603,Male,White,3.8,4,3,7,2,6,4,-9,6,5,1
8604,Male,White,3.3,3,2,3,5,3,4,-9,6,6,1
8605,Female,Black,9.9,2,1,2,1,99,2,-9,99,99,1
8606,Male,White,2.5,3,1,6,0,2,1,-9,7,7,0
8607,Male,White,3.3,4,2,5,0,6,4,-9,6,5,0
8608,Male,White,3.3,9,99,99,99,3,8,-9,5,5,0
8609,Female,White,3.8,4,1,6,0,5,4,-9,6,6,1
8610,Female,White,3.0,1,98,2,1,4,4,2,5,5,0
8611,Female,White,2.5,9,98,98,98,1,1,-3,4,4,0
8612,Male,White,2.8,4,1,3,0,3,3,-9,5,5,1
8613,Female,White,3.3,4,3,3,0,3,3,-9,6,5,1
8614,Male,White,2.8,1,1,3,0,3,3,-9,5,5,0
8615,Male,White,9.9,4,1,1,1,99,8,-9,99,99,1
8616,Female,White,3.8,2,2,5,1,4,3,-9,5,5,0
8617,Male,White,3.5,3,2,2,1,3,1,-3,4,4,1
8618,Female,White,3.0,2,2,1,0,3,2,-9,5,5,0
8619,Female,White,2.5,9,0,6,4,3,3,-9,98,98,1
8620,Female,White,9.9,2,2,2,1,99,8,-9,99,99,0
8621,Female,Black,9.9,9,99,99,99,99,8,-9,99,99,0
8622,Female,White,3.8,2,2,2,3,3,3,-9,5,5,1
8623,Female,White,3.8,1,96,96,1,2,2,-9,5,5,1
8624,Male,White,3.3,4,2,3,3,3,3,-9,5,5,0
8625,Male,White,3.5,4,3,3,3,3,4,-9,6,5,1
8626,Female,Black,3.0,1,3,2,2,2,1,-9,98,98,1
8627,Male,Black,2.0,3,3,3,2,4,3,-9,5,3,1
8628,Male,Black,1.4,1,0,1,2,2,1,-9,5,5,0
8629,Male,White,9.9,9,3,4,2,99,8,-9,99,99,0
8630,Male,White,3.5,4,1,3,1,2,2,-9,6,6,1
8631,Male,White,4.0,3,4,6,4,6,4,-9,6,6,0
8632,Male,White,2.5,1,0,1,0,2,1,-9,2,7,0
8633,Female,Black,2.8,1,1,1,0,3,2,-3,5,5,1
8634,Male,White,2.8,3,2,2,2,3,3,-3,4,4,0
8635,Female,White,3.0,3,2,4,2,2,2,-3,7,7,1
8636,Male,Black,9.9,9,3,3,3,99,8,-9,99,99,0
8637,Male,White,2.3,3,1,5,4,3,4,-3,6,5,0
8638,Male,White,3.5,3,2,3,5,3,3,-9,5,6,1
8639,Female,White,2.5,2,99,99,99,3,1,-3,5,5,0
8640,Female,White,3.8,3,1,3,0,4,4,-9,5,5,1
8641,Male,White,3.0,2,1,2,2,2,2,-9,5,5,0
8642,Male,White,2.5,2,0,1,0,2,1,-9,6,6,0
8643,Female,White,3.8,4,1,6,1,3,3,-9,5,5,0
8644,Male,White,3.8,4,1,1,0,2,3,-9,5,5,1
8645,Male,White,2.3,1,3,1,1,2,1,-9,3,3,0
8646,Female,White,4.0,4,1,5,4,4,4,-9,6,4,0
8647,Male,Black,3.3,2,2,1,1,3,2,-9,98,5,0
8648,Female,White,3.0,3,5,4,0,2,3,-9,98,98,1
8649,Male,White,4.0,4,2,2,1,3,3,-9,6,6,1
8650,Female,Black,3.0,1,96,96,1,3,2,-9,5,5,0
8651,Female,White,2.5,1,2,1,1,6,4,-9,6,5,0
8652,Male,White,3.5,4,3,5,4,3,2,-9,5,5,1
8653,Male,White,4.0,3,0,1,2,5,4,-9,5,5,0
8654,Female,White,4.0,3,98,5,1,3,3,-9,5,5,1
8655,Male,White,2.5,3,1,1,5,3,2,-3,6,6,1
8656,Female,White,3.3,1,1,2,2,3,3,-9,6,6,0
8657,Female,White,3.3,2,96,96,0,2,1,-9,5,5,1
8658,Female,White,4.0,4,1,5,4,4,4,-9,6,6,0
8659,Female,White,2.5,3,4,2,0,3,2,-9,3,7,1
8660,Male,White,2.5,4,2,1,0,5,4,-9,6,6,1
8661,Male,White,3.3,9,5,7,1,6,4,-9,6,6,1
8662,Female,White,3.0,2,1,7,5,5,4,-9,6,6,1
8663,Male,White,4.0,4,2,3,3,5,4,-9,5,5,1
8664,Female,White,3.8,2,2,1,1,3,2,-9,98,98,1
8665,Male,White,2.3,3,2,1,4,3,3,-9,5,5,0
8666,Female,White,3.5,2,1,7,3,3,1,-9,5,6,0
8667,Male,White,3.0,4,2,7,3,5,4,-9,5,5,1
8668,Female,Black,3.5,3,2,4,2,3,2,-9,7,5,1
8669,Male,White,3.3,3,1,2,0,5,4,-9,6,6,1
8670,Female,Black,9.9,3,1,3,4,99,2,-9,99,99,0
8671,Male,White,3.0,3,1,3,5,4,3,-9,6,6,0
8672,Male,Black,2.0,3,1,2,2,3,3,-9,6,6,0
8673,Male,Black,1.5,3,1,5,2,4,4,-9,6,6,0
8674,Male,White,4.0,3,2,3,4,2,1,-9,5,5,1
8675,Male,White,2.5,4,3,3,4,3,3,-3,6,6,1
8676,Female,White,2.8,4,1,1,4,2,2,-9,5,5,1
8677,Female,White,3.5,4,2,5,0,3,3,-9,5,5,0
8678,Female,White,3.3,2,98,98,98,3,2,-9,6,6,1
8679,Male,White,3.3,4,2,0,2,6,4,-9,6,6,0
8680,Female,White,4.0,2,2,2,1,2,3,-9,4,4,1
8681,Female,White,3.0,3,1,7,0,3,3,-9,6,6,1
8682,Male,Black,9.9,1,1,1,1,99,8,-3,99,99,0
8683,Female,White,2.5,3,1,4,2,3,2,-3,6,6,1
8684,Female,White,3.3,9,99,99,99,2,8,-9,98,98,1
8685,Male,White,2.0,1,1,1,4,3,4,-9,6,6,0
8686,Female,White,3.3,4,1,2,0,3,2,-9,5,5,1
8687,Female,White,3.5,4,3,2,0,3,3,-9,6,6,0
8688,Female,White,2.8,4,3,2,2,3,2,-9,4,4,0
